code,problem_name,score,contest_name,link,time_limit,memory_limit
abc060_a,A - Shiritori,100,abc060,https://beta.atcoder.jp/contests/abc060/tasks/abc060_a,2,256 MB
abc060_b,B - Choose Integers,200,abc060,https://beta.atcoder.jp/contests/abc060/tasks/abc060_b,2,256 MB
abc061_a,A - Between Two Integers,100,abc061,https://beta.atcoder.jp/contests/abc061/tasks/abc061_a,2,256 MB
abc061_b,B - Counting Roads,200,abc061,https://beta.atcoder.jp/contests/abc061/tasks/abc061_b,2,256 MB
abc061_c,C - Big Array,300,abc061,https://beta.atcoder.jp/contests/abc061/tasks/abc061_c,2,256 MB
abc061_d,D - Score Attack,400,abc061,https://beta.atcoder.jp/contests/abc061/tasks/abc061_d,2,256 MB
abc062_a,A - Grouping,100,abc062,https://beta.atcoder.jp/contests/abc062/tasks/abc062_a,2,256 MB
abc062_b,B - Picture Frame,200,abc062,https://beta.atcoder.jp/contests/abc062/tasks/abc062_b,2,256 MB
abc063_a,A - Restricted,100,abc063,https://beta.atcoder.jp/contests/abc063/tasks/abc063_a,2,256 MB
abc063_b,B - Varied,200,abc063,https://beta.atcoder.jp/contests/abc063/tasks/abc063_b,2,256 MB
abc064_a,A - RGB Cards,100,abc064,https://beta.atcoder.jp/contests/abc064/tasks/abc064_a,2,256 MB
abc064_b,B - Traveling AtCoDeer Problem,200,abc064,https://beta.atcoder.jp/contests/abc064/tasks/abc064_b,2,256 MB
abc064_c,C - Colorful Leaderboard,300,abc064,https://beta.atcoder.jp/contests/abc064/tasks/abc064_c,2,256 MB
abc064_d,D - Insertion,400,abc064,https://beta.atcoder.jp/contests/abc064/tasks/abc064_d,2,256 MB
abc065_a,A - Expired?,100,abc065,https://beta.atcoder.jp/contests/abc065/tasks/abc065_a,2,256 MB
abc065_b,B - Trained?,200,abc065,https://beta.atcoder.jp/contests/abc065/tasks/abc065_b,2,256 MB
abc066_a,A - ringring,100,abc066,https://beta.atcoder.jp/contests/abc066/tasks/abc066_a,2,256 MB
abc066_b,B - ss,200,abc066,https://beta.atcoder.jp/contests/abc066/tasks/abc066_b,2,256 MB
abc067_a,A - Sharing Cookies,100,abc067,https://beta.atcoder.jp/contests/abc067/tasks/abc067_a,2,256 MB
abc067_b,B - Snake Toy,200,abc067,https://beta.atcoder.jp/contests/abc067/tasks/abc067_b,2,256 MB
abc068_a,A - ABCxxx,100,abc068,https://beta.atcoder.jp/contests/abc068/tasks/abc068_a,2,256 MB
abc068_b,B - Break Number,200,abc068,https://beta.atcoder.jp/contests/abc068/tasks/abc068_b,2,256 MB
abc069_a,A - K-City,100,abc069,https://beta.atcoder.jp/contests/abc069/tasks/abc069_a,2,256 MB
abc069_b,B - i18n,200,abc069,https://beta.atcoder.jp/contests/abc069/tasks/abc069_b,2,256 MB
abc070_a,A - Palindromic Number,100,abc070,https://beta.atcoder.jp/contests/abc070/tasks/abc070_a,2,256 MB
abc070_b,B - Two Switches,200,abc070,https://beta.atcoder.jp/contests/abc070/tasks/abc070_b,2,256 MB
abc070_c,C - Multiple Clocks,300,abc070,https://beta.atcoder.jp/contests/abc070/tasks/abc070_c,2,256 MB
abc070_d,D - Transit Tree Path,400,abc070,https://beta.atcoder.jp/contests/abc070/tasks/abc070_d,2,256 MB
abc071_a,A - Meal Delivery,100,abc071,https://beta.atcoder.jp/contests/abc071/tasks/abc071_a,2,256 MB
abc071_b,B - Not Found,200,abc071,https://beta.atcoder.jp/contests/abc071/tasks/abc071_b,2,256 MB
abc072_a,A - Sandglass2,100,abc072,https://beta.atcoder.jp/contests/abc072/tasks/abc072_a,2,256 MB
abc072_b,B - OddString,200,abc072,https://beta.atcoder.jp/contests/abc072/tasks/abc072_b,2,256 MB
abc073_a,A - September 9,100,abc073,https://beta.atcoder.jp/contests/abc073/tasks/abc073_a,2,256 MB
abc073_b,B - Theater,200,abc073,https://beta.atcoder.jp/contests/abc073/tasks/abc073_b,2,256 MB
abc073_c,C - Write and Erase,300,abc073,https://beta.atcoder.jp/contests/abc073/tasks/abc073_c,2,256 MB
abc073_d,D - joisino&#39;s travel,400,abc073,https://beta.atcoder.jp/contests/abc073/tasks/abc073_d,2,256 MB
abc074_a,A - Bichrome Cells,100,abc074,https://beta.atcoder.jp/contests/abc074/tasks/abc074_a,2,256 MB
abc074_b,B - Collecting Balls (Easy Version),200,abc074,https://beta.atcoder.jp/contests/abc074/tasks/abc074_b,2,256 MB
abc075_a,A - One out of Three,100,abc075,https://beta.atcoder.jp/contests/abc075/tasks/abc075_a,2,256 MB
abc075_b,B - Minesweeper,200,abc075,https://beta.atcoder.jp/contests/abc075/tasks/abc075_b,2,256 MB
abc075_c,C - Bridge,300,abc075,https://beta.atcoder.jp/contests/abc075/tasks/abc075_c,2,256 MB
abc075_d,D - Axis-Parallel Rectangle,400,abc075,https://beta.atcoder.jp/contests/abc075/tasks/abc075_d,2,256 MB
abc076_a,A - Rating Goal,100,abc076,https://beta.atcoder.jp/contests/abc076/tasks/abc076_a,2,256 MB
abc076_b,B - Addition and Multiplication,200,abc076,https://beta.atcoder.jp/contests/abc076/tasks/abc076_b,2,256 MB
abc076_c,C - Dubious Document 2,300,abc076,https://beta.atcoder.jp/contests/abc076/tasks/abc076_c,2,256 MB
abc076_d,D - AtCoder Express,No Score,abc076,https://beta.atcoder.jp/contests/abc076/tasks/abc076_d,2,256 MB
abc077_a,A - Rotation,100,abc077,https://beta.atcoder.jp/contests/abc077/tasks/abc077_a,2,256 MB
abc077_b,B - Around Square,200,abc077,https://beta.atcoder.jp/contests/abc077/tasks/abc077_b,2,256 MB
abc078_a,A - HEX,100,abc078,https://beta.atcoder.jp/contests/abc078/tasks/abc078_a,2,256 MB
abc078_b,B - ISU,200,abc078,https://beta.atcoder.jp/contests/abc078/tasks/abc078_b,2,256 MB
abc079_a,A - Good Integer,100,abc079,https://beta.atcoder.jp/contests/abc079/tasks/abc079_a,2,256 MB
abc079_b,B - Lucas Number,200,abc079,https://beta.atcoder.jp/contests/abc079/tasks/abc079_b,2,256 MB
abc079_c,C - Train Ticket,300,abc079,https://beta.atcoder.jp/contests/abc079/tasks/abc079_c,2,256 MB
abc079_d,D - Wall,400,abc079,https://beta.atcoder.jp/contests/abc079/tasks/abc079_d,2,256 MB
abc080_a,A - Parking,100,abc080,https://beta.atcoder.jp/contests/abc080/tasks/abc080_a,2,256 MB
abc080_b,B - Harshad Number,200,abc080,https://beta.atcoder.jp/contests/abc080/tasks/abc080_b,2,256 MB
abc080_c,C - Shopping Street,300,abc080,https://beta.atcoder.jp/contests/abc080/tasks/abc080_c,2,256 MB
abc080_d,D - Recording,400,abc080,https://beta.atcoder.jp/contests/abc080/tasks/abc080_d,2,256 MB
abc081_a,A - Placing Marbles,100,abc081,https://beta.atcoder.jp/contests/abc081/tasks/abc081_a,2,256 MB
abc081_b,B - Shift only,200,abc081,https://beta.atcoder.jp/contests/abc081/tasks/abc081_b,2,256 MB
abc082_a,A - Round Up the Mean,100,abc082,https://beta.atcoder.jp/contests/abc082/tasks/abc082_a,2,256 MB
abc082_b,B - Two Anagrams,200,abc082,https://beta.atcoder.jp/contests/abc082/tasks/abc082_b,2,256 MB
abc083_a,A - Libra,100,abc083,https://beta.atcoder.jp/contests/abc083/tasks/abc083_a,2,256 MB
abc083_b,B - Some Sums,200,abc083,https://beta.atcoder.jp/contests/abc083/tasks/abc083_b,2,256 MB
abc084_a,A - New Year,100,abc084,https://beta.atcoder.jp/contests/abc084/tasks/abc084_a,2,256 MB
abc084_b,B - Postal Code,200,abc084,https://beta.atcoder.jp/contests/abc084/tasks/abc084_b,2,256 MB
abc084_c,C - Special Trains,300,abc084,https://beta.atcoder.jp/contests/abc084/tasks/abc084_c,3,256 MB
abc084_d,D - 2017-like Number,400,abc084,https://beta.atcoder.jp/contests/abc084/tasks/abc084_d,2,256 MB
abc085_a,A - Already 2018,100,abc085,https://beta.atcoder.jp/contests/abc085/tasks/abc085_a,2,256 MB
abc085_b,B - Kagami Mochi,200,abc085,https://beta.atcoder.jp/contests/abc085/tasks/abc085_b,2,256 MB
abc085_c,C - Otoshidama,300,abc085,https://beta.atcoder.jp/contests/abc085/tasks/abc085_c,2,256 MB
abc085_d,D - Katana Thrower,400,abc085,https://beta.atcoder.jp/contests/abc085/tasks/abc085_d,2,256 MB
